Year,Death Numbers
1990,201140
1991,202736
1992,205150
1993,209027
1994,205826
1995,207139
1996,209683
1997,212093
1998,214612
1999,209434
2000,209485
2001,207713
2002,208513
2003,206514
2004,209714
2005,201834
2006,203443
2007,200569
2008,197158
2009,196738
2010,191701
2011,191198
2012,187395
2013,186794
2014,187651
2015,187088
2016,186660
2017,185575
2018,184508
2019,183251
