Year,Death Numbers
1990,48985
1991,51738
1992,51657
1993,51943
1994,51529
1995,51834
1996,54040
1997,53472
1998,55963
1999,57602
2000,58295
2001,58119
2002,63389
2003,66436
2004,68633
2005,71881
2006,73937
2007,75246
2008,76937
2009,77564
2010,78849
2011,78437
2012,81062
2013,82677
2014,83219
2015,82926
2016,85926
2017,87573
2018,89262
2019,90255
