Year,Death Numbers
1990,16171
1991,16185
1992,17071
1993,17364
1994,17509
1995,17844
1996,18125
1997,18476
1998,19003
1999,19053
2000,19246
2001,19913
2002,20445
2003,20576
2004,20427
2005,20756
2006,21347
2007,21876
2008,21528
2009,21722
2010,21750
2011,21625
2012,22086
2013,21904
2014,22445
2015,23039
2016,23348
2017,23542
2018,23702
2019,23924
